cwe,className,tool,Warning
327,InsecureAsymmetricCipherABICase3,CryLogger,TP
327,BrokenCryptoCorrected,CryLogger,FP
329,StaticInitializationVectorABPSCase1,CryLogger,FP
1391,CredentialInStringCorrected,CryLogger,FP
327,BrokenCryptoABPSCase1,CryLogger,FP
327,BrokenCryptoABPSCase5,CryLogger,FP
341,PredictableCryptographicKeyCorrected,CryLogger,FP
327,BrokenCryptoABPSCase4,CryLogger,FP
327,EcbInSymmCryptoABPSCase1,CryLogger,FP
327,BrokenCryptoABPSCase2,CryLogger,FP
329,StaticInitializationVectorCorrected,CryLogger,FP
327,BrokenCryptoABPSCase3,CryLogger,FP
798,StaticSaltsABPSCase1,CryLogger,FP
1391,PredictableKeyStorePasswordABHCase1,CryLogger,FP
341,PredictableCryptographicKeyBBCase1,CryLogger,FN
337,PredictableSeedsBBCase1,CryLogger,FN
337,PredictableSeedsBBCase2,CryLogger,FN
327,EcbInSymmCryptoBBCase1,CryLogger,FN
341,PredictableCryptographicKeyABICase1,CryLogger,FN
1391,CredentialInStringABICase1,CryLogger,FN
337,PredictableSeedsABICase1,CryLogger,FN
337,PredictableSeedsABICase2,CryLogger,FN
327,EcbInSymmCryptoABICase1,CryLogger,FN
341,PredictableCryptographicKeyABICase3,CryLogger,FN
1391,CredentialInStringABICase3,CryLogger,FN
337,PredictableSeedsABICase5,CryLogger,FN
337,PredictableSeedsABICase6,CryLogger,FN
327,EcbInSymmCryptoABICase3,CryLogger,FN
341,PredictableCryptographicKeyABSCase1Internal,CryLogger,FN
337,CryptoPredictableSeed1,CryLogger,FN
337,CryptoPredictableSeed2,CryLogger,FN
327,Crypto2,CryLogger,FN
1391,CredentialInStringABHCase1,CryLogger,FN
341,PredictableCryptographicKeyABHCase2,CryLogger,FN
337,PredictableSeedsABHCase2,CryLogger,FN
337,PredictableSeedsABHCase4,CryLogger,FN
341,PredictableCryptographicKeyABICase2,CryLogger,FN
1391,CredentialInStringABICase2,CryLogger,FN
337,PredictableSeedsABICase3,CryLogger,FN
337,PredictableSeedsABICase4,CryLogger,FN
327,EcbInSymmCryptoABICase2,CryLogger,FN
341,PredictableCryptographicKeyABMC1,CryLogger,FN
1391,CredentialInStringABMC1,CryLogger,FN
1391,PredictableKeyStorePasswordABMC1,CryLogger,FN
337,PredictableSeedsABMC1,CryLogger,FN
327,EcbInSymmCryptoABMC1,CryLogger,FN
